original_seqID,original_seq_length,nterm_seq_length,HMM_profile,nterm_typesubtype
AF335471.2,458,404,VSG-N-TypeA,1c
AGQ49807.1,486,387,VSG-N-TypeB,B1
AGQ49809.1,509,419,VSG-N-TypeA,1a
AGQ49810.1,486,388,VSG-N-TypeB,B1
AGQ49815.1,486,388,VSG-N-TypeB,B1
AGQ49833.1,524,392,VSG-N-TypeA,A2
AGQ49841.1,500,419,VSG-N-TypeA,1a
AGQ49842.1,500,419,VSG-N-TypeA,1a
AGQ49857.1,535,404,VSG-N-TypeA,A2
AGQ49860.1,535,404,VSG-N-TypeA,A2
AGQ49861.1,486,386,VSG-N-TypeB,B1
AGQ49878.1,496,408,VSG-N-TypeA,A2
AGQ49888.1,486,386,VSG-N-TypeB,B1
AGQ49891.1,500,419,VSG-N-TypeA,1a
AGQ49908.1,464,378,VSG-N-TypeA,A2
AGQ49917.1,469,371,VSG-N-TypeB,B1
AGQ49929.1,464,378,VSG-N-TypeA,A2
AGQ49931.1,486,386,VSG-N-TypeB,B1
AGQ49936.1,500,419,VSG-N-TypeA,1a
AGQ49939.1,469,371,VSG-N-TypeB,B1
AGQ49943.1,469,383,VSG-N-TypeA,A2
AGQ49944.1,528,391,VSG-N-TypeA,A2
AGQ49945.1,484,401,VSG-N-TypeA,1c
AGQ49947.1,484,401,VSG-N-TypeA,1c
AGQ49948.1,486,388,VSG-N-TypeB,B1
AGQ49951.1,500,419,VSG-N-TypeA,1a
AGQ49956.1,500,419,VSG-N-TypeA,1a
AGQ49957.1,486,388,VSG-N-TypeB,B1
AGQ49960.1,486,388,VSG-N-TypeB,B1
AGQ49962.1,490,387,VSG-N-TypeB,B1
AGQ49963.1,486,387,VSG-N-TypeB,B1
AGQ49967.1,486,387,VSG-N-TypeB,B1
AGQ49970.1,486,387,VSG-N-TypeB,B1
AGQ49983.1,486,386,VSG-N-TypeB,B1
AGQ49988.1,486,386,VSG-N-TypeB,B1
AGQ49993.1,526,392,VSG-N-TypeA,A2
AGQ50000.1,486,386,VSG-N-TypeB,B1
AGQ50007.1,486,387,VSG-N-TypeB,B1
AGQ50015.1,500,419,VSG-N-TypeA,1a
AGQ50016.1,486,387,VSG-N-TypeB,B1
AGQ50022.1,486,386,VSG-N-TypeB,B1
AGQ50024.1,486,387,VSG-N-TypeB,B1
AGQ50032.1,507,419,VSG-N-TypeA,1a
AGQ50042.1,507,419,VSG-N-TypeA,1a
AGQ50051.1,490,415,VSG-N-TypeA,1a
AGQ50061.1,486,388,VSG-N-TypeB,B1
AGQ50095.1,469,383,VSG-N-TypeA,A2
AGQ50098.1,486,386,VSG-N-TypeB,B1
AGQ50103.1,506,389,VSG-N-TypeB,B1
AGQ50107.1,497,416,VSG-N-TypeA,1a
AGQ50116.1,490,398,VSG-N-TypeA,A2
AGQ50118.1,500,419,VSG-N-TypeA,1a
AGQ50126.1,486,388,VSG-N-TypeB,B1
AGQ50127.1,490,350,VSG-N-TypeA,A2
AGQ50129.1,486,386,VSG-N-TypeB,B1
AGQ50130.1,469,383,VSG-N-TypeA,A2
AGQ50136.1,500,419,VSG-N-TypeA,1a
AGQ50145.1,505,392,VSG-N-TypeB,B1
AGQ50148.1,507,419,VSG-N-TypeA,1a
AGQ50150.1,500,419,VSG-N-TypeA,1a
AGQ50152.1,507,419,VSG-N-TypeA,1a
AGQ50155.1,486,386,VSG-N-TypeB,B1
AGQ50156.1,490,415,VSG-N-TypeA,1a
AGQ50159.1,526,392,VSG-N-TypeA,A2
AGQ50167.1,486,388,VSG-N-TypeB,B1
AGQ50175.1,486,388,VSG-N-TypeB,B1
AGQ50185.1,506,389,VSG-N-TypeB,B1
AGQ50187.1,507,379,VSG-N-TypeB,B1
AGQ50194.1,469,381,VSG-N-TypeA,A2
AGQ50210.1,505,392,VSG-N-TypeB,B1
AGQ50219.1,496,408,VSG-N-TypeA,A2
AGQ50228.1,497,416,VSG-N-TypeA,1a
AGQ50231.1,509,419,VSG-N-TypeA,1a
AGQ50232.1,544,406,VSG-N-TypeB,B1
AGQ50235.1,544,406,VSG-N-TypeB,B1
AGQ50241.1,507,419,VSG-N-TypeA,1a
AGQ50242.1,507,379,VSG-N-TypeB,B1
AGQ50246.1,486,387,VSG-N-TypeB,B1
AGQ50248.1,509,419,VSG-N-TypeA,1a
AGQ50251.1,486,388,VSG-N-TypeB,B1
AGQ50252.1,486,387,VSG-N-TypeB,B1
AGQ50260.1,486,386,VSG-N-TypeB,B1
AGQ50264.1,490,387,VSG-N-TypeB,B1
AGQ50266.1,528,391,VSG-N-TypeA,A2
AGQ50272.1,486,388,VSG-N-TypeB,B1
AGQ50276.1,486,386,VSG-N-TypeB,B1
AGQ50278.1,524,392,VSG-N-TypeA,A2
AGQ50288.1,469,383,VSG-N-TypeA,A2
AGQ50297.1,486,388,VSG-N-TypeB,B1
AJ549081.1,493,410,VSG-N-TypeB,B1
AJ937320.1,460,376,VSG-N-TypeB,B1
AJ937327.1,485,395,VSG-N-TypeB,B1
AY160952.1,439,87,VSG-N-TypeA,1b
CAA09956.1,518,397,VSG-N-TypeB,B1
CAA39964.1,510,390,VSG-N-TypeA,A2
CAA77740.1,528,400,VSG-N-TypeA,A2
CAA85518.2,410,262,VSG-N-TypeA,A2
CAD31213.1,298,296,VSG-N-TypeA,A2
J01220.1,320,244,VSG-N-TypeA,A2
J01221.1,503,382,VSG-N-TypeA,A2
J01223.1,219,165,VSG-N-TypeA,A2
L06030.1,517,397,VSG-N-TypeA,A2
L29171.1,238,150,VSG-N-TypeA,1b
M33825.1,517,398,VSG-N-TypeA,A2
P02897.1,476,322,VSG-N-TypeA,A2
P02898.1,467,384,VSG-N-TypeA,1b
P06013.1,323,247,VSG-N-TypeA,A2
P26331.1,492,395,VSG-N-TypeA,A2
S07328,274,186,VSG-N-TypeA,1b
U83435.1,470,386,VSG-N-TypeA,1b
Z11674.1,573,445,VSG-N-TypeA,A2
Z11676.1,296,291,VSG-N-TypeA,A2
XM_798278.1,487,391,VSG-N-TypeA,A2
XM_798280.1,499,368,VSG-N-TypeB,B1
XM_798282.1,508,377,VSG-N-TypeB,B1
XM_798283.1,503,396,VSG-N-TypeA,1c
XM_798285.1,506,392,VSG-N-TypeB,B1
XM_798286.1,532,397,VSG-N-TypeB,B1
XM_798305.1,473,423,VSG-N-TypeA,1a
XM_798307.1,483,404,VSG-N-TypeA,1c
XM_798308.1,493,390,VSG-N-TypeA,A2
XM_798316.1,501,405,VSG-N-TypeA,A2
XM_798320.1,486,405,VSG-N-TypeA,1a
XM_798324.1,540,401,VSG-N-TypeA,A2
XM_798327.1,526,415,VSG-N-TypeA,1a
XM_821991.1,487,377,VSG-N-TypeB,B1
XM_822613.1,475,379,VSG-N-TypeB,B1
XM_822614.1,474,381,VSG-N-TypeB,B1
XM_822616.1,474,378,VSG-N-TypeB,B1
XM_822619.1,474,374,VSG-N-TypeB,B1
XM_822622.1,473,372,VSG-N-TypeB,B1
XM_822648.1,514,394,VSG-N-TypeB,B1
XM_822649.1,505,426,VSG-N-TypeA,1a
XM_822650.1,503,390,VSG-N-TypeB,B1
XM_822654.1,509,402,VSG-N-TypeB,B1
XM_822655.1,550,412,VSG-N-TypeA,A2
XM_822656.1,516,397,VSG-N-TypeA,A2
XM_822657.1,526,391,VSG-N-TypeB,B1
XM_822661.1,480,353,VSG-N-TypeA,A2
XM_822662.1,510,417,VSG-N-TypeA,1a
XM_822665.1,487,400,VSG-N-TypeA,1c
XM_822667.1,536,396,VSG-N-TypeB,B1
XM_822675.1,489,412,VSG-N-TypeA,1a
XM_822676.1,533,388,VSG-N-TypeB,B1
XM_822680.1,497,424,VSG-N-TypeA,1a
XM_822999.1,532,402,VSG-N-TypeA,A2
XM_823000.1,512,381,VSG-N-TypeA,A2
XM_823001.1,483,396,VSG-N-TypeB,B1
XM_823002.1,517,393,VSG-N-TypeB,B1
XM_823004.1,520,395,VSG-N-TypeB,B1
XM_823005.1,474,387,VSG-N-TypeB,B1
XM_823006.1,527,411,VSG-N-TypeA,1a
XM_823007.1,518,416,VSG-N-TypeA,1a
XM_823008.1,487,385,VSG-N-TypeB,B1
XM_823009.1,471,391,VSG-N-TypeB,B1
XM_823010.1,472,383,VSG-N-TypeA,A2
XM_823011.1,501,412,VSG-N-TypeA,1a
XM_823012.1,508,395,VSG-N-TypeB,B1
XM_823013.1,478,382,VSG-N-TypeA,A2
XM_823394.1,356,356,VSG-N-TypeB,B1
XM_824240.1,420,323,VSG-N-TypeB,B1
XM_824668.1,477,383,VSG-N-TypeA,A2
XM_824669.1,503,392,VSG-N-TypeB,B1
XM_824670.1,476,400,VSG-N-TypeA,1c
XM_824671.1,434,404,VSG-N-TypeA,1c
XM_824672.1,474,381,VSG-N-TypeA,A2
XM_824673.1,490,370,VSG-N-TypeB,B1
XM_824674.1,452,382,VSG-N-TypeB,B1
XM_824675.1,485,367,VSG-N-TypeB,B1
XM_824682.1,503,412,VSG-N-TypeA,1a
XM_824683.1,471,377,VSG-N-TypeA,A2
XM_824684.1,521,431,VSG-N-TypeA,1a
XM_824685.1,493,394,VSG-N-TypeA,A2
XM_824686.1,486,415,VSG-N-TypeA,1a
XM_824687.1,494,421,VSG-N-TypeA,1a
XM_824688.1,514,389,VSG-N-TypeA,A2
XM_824689.1,497,403,VSG-N-TypeA,A2
XM_824690.1,489,402,VSG-N-TypeA,1a
XM_824691.1,474,381,VSG-N-TypeB,B1
XM_824692.1,484,403,VSG-N-TypeA,1c
XM_824693.1,482,407,VSG-N-TypeA,1a
XM_824694.1,426,368,VSG-N-TypeB,B1
XM_824695.1,473,380,VSG-N-TypeB,B1
XM_824696.1,526,389,VSG-N-TypeB,B1
XM_824697.1,468,380,VSG-N-TypeB,B1
XM_824698.1,506,394,VSG-N-TypeB,B1
XM_824699.1,514,394,VSG-N-TypeB,B1
XM_824700.1,493,393,VSG-N-TypeA,A2
XM_824701.1,476,399,VSG-N-TypeA,1c
XM_824702.1,506,392,VSG-N-TypeB,B1
XM_824703.1,513,400,VSG-N-TypeB,B1
XM_824704.1,509,392,VSG-N-TypeB,B1
XM_824705.1,482,395,VSG-N-TypeA,1c
XM_839593.1,509,413,VSG-N-TypeA,1a
XM_839594.1,508,412,VSG-N-TypeA,1a
XM_839596.1,509,413,VSG-N-TypeA,1a
XM_839598.1,504,424,VSG-N-TypeA,1a
XM_839599.1,482,388,VSG-N-TypeA,A2
XM_839600.1,516,382,VSG-N-TypeB,B1
XM_839601.1,491,390,VSG-N-TypeA,A2
XM_839602.1,476,122,VSG-N-TypeA,1c
XM_839604.1,342,268,VSG-N-TypeB,B1
XM_839606.1,341,290,VSG-N-TypeB,B1
XM_839610.1,507,387,VSG-N-TypeA,A2
XM_839976.1,477,317,VSG-N-TypeA,A2
XM_840040.1,500,421,VSG-N-TypeA,1a
XM_840041.1,486,408,VSG-N-TypeA,1a
XM_840042.1,474,155,VSG-N-TypeA,1b
XM_840043.1,481,383,VSG-N-TypeA,A2
XM_840044.1,485,395,VSG-N-TypeA,1a
XM_840045.1,485,379,VSG-N-TypeA,A2
XM_840046.1,533,399,VSG-N-TypeB,B1
XM_840047.1,533,391,VSG-N-TypeB,B1
XM_840049.1,481,383,VSG-N-TypeB,B1
XM_840050.1,501,395,VSG-N-TypeB,B1
XM_840540.1,488,416,VSG-N-TypeA,1a
XM_840541.1,461,372,VSG-N-TypeB,B1
XM_840542.1,487,392,VSG-N-TypeA,A2
XM_840543.1,490,414,VSG-N-TypeA,1a
XM_840544.1,499,371,VSG-N-TypeA,1c
XM_840545.1,510,393,VSG-N-TypeB,B1
XM_841180.1,490,388,VSG-N-TypeA,1b
XM_841181.1,547,395,VSG-N-TypeA,A2
XM_841790.1,525,391,VSG-N-TypeB,B1
XM_841791.1,493,391,VSG-N-TypeA,1b
XM_841792.1,525,394,VSG-N-TypeB,B1
XM_842466.1,361,281,VSG-N-TypeB,B1
XM_842468.1,361,281,VSG-N-TypeB,B1
XM_946428.1,444,377,VSG-N-TypeB,B1
XM_946664.1,476,384,VSG-N-TypeA,1c
AJ937324.1,499,378,VSG-N-TypeB,B1
K00397.1,490,319,VSG-N-TypeA,A2
K00398.1,476,300,VSG-N-TypeA,A2
X01843.1,503,331,VSG-N-TypeA,A2
AJ937318.1,495,400,VSG-N-TypeB,B1
AJ560648.1,524,389,VSG-N-TypeA,A2
AJ937312.1,487,396,VSG-N-TypeA,A2
AJ937316.1,509,394,VSG-N-TypeB,B1
AJ937329.1,509,396,VSG-N-TypeB,B1
AJ937321.1,490,277,VSG-N-TypeA,A2
AJ937322.1,490,277,VSG-N-TypeA,A2
AJ937326.1,488,386,VSG-N-TypeB,B1
AF317934.1,471,382,VSG-N-TypeA,1b
AF317935.1,503,382,VSG-N-TypeA,A2
AJ486955.1,178,177,VSG-N-TypeA,A2
J01219.1,154,66,VSG-N-TypeA,1b
J01224.1,338,263,VSG-N-TypeA,A2
J01226.1,257,203,VSG-N-TypeA,A2
X56765.1,479,404,VSG-N-TypeA,1a
X56766.1,471,378,VSG-N-TypeB,B1
X56767.1,514,390,VSG-N-TypeA,A2
X56768.1,532,397,VSG-N-TypeB,B1
X56769.1,507,392,VSG-N-TypeB,B1
AJ937313.1,490,413,VSG-N-TypeA,1a
L31602.1,528,400,VSG-N-TypeA,A2
L31603.1,451,324,VSG-N-TypeA,A2
L31604.1,522,400,VSG-N-TypeA,A2
L31605.1,550,425,VSG-N-TypeA,A2
L31606.1,343,323,VSG-N-TypeA,A2
L31607.1,343,323,VSG-N-TypeA,A2
L31608.1,528,400,VSG-N-TypeA,A2
AEL79540.1,523,386,VSG-N-TypeB,B1
AGQ50299.1,462,388,VSG-N-TypeB,B1
DQ785107.1,190,108,VSG-N-TypeA,A2
EAN78984.1,237,158,VSG-N-TypeA,1a
EF174487.1,524,392,VSG-N-TypeA,A2
EF174488.1,509,419,VSG-N-TypeA,1a
EF174489.1,507,379,VSG-N-TypeB,B1
EF174490.1,512,378,VSG-N-TypeB,B1
EF174491.1,468,383,VSG-N-TypeA,A2
EF174492.1,490,387,VSG-N-TypeB,B1
EF174493.1,518,385,VSG-N-TypeB,B1
EF560194.1,519,381,VSG-N-TypeA,A2
EF560195.1,526,390,VSG-N-TypeB,B1
EF560196.1,503,386,VSG-N-TypeA,A2
EF560197.1,469,383,VSG-N-TypeA,A2
EF560198.1,486,388,VSG-N-TypeB,B1
EF560199.1,524,386,VSG-N-TypeA,A2
EF560200.1,490,415,VSG-N-TypeA,1a
EF560201.1,469,367,VSG-N-TypeB,B1
EF560202.1,544,407,VSG-N-TypeB,B1
EF560203.1,486,389,VSG-N-TypeA,A2
EF560204.1,484,396,VSG-N-TypeA,A2
EF568372.1,458,404,VSG-N-TypeA,1c
KC434459.1,528,391,VSG-N-TypeA,A2
KC434460.1,512,397,VSG-N-TypeB,B1
KC434461.1,507,379,VSG-N-TypeB,B1
KC434462.1,486,387,VSG-N-TypeB,B1
KC434463.1,486,387,VSG-N-TypeB,B1
KC434464.1,504,427,VSG-N-TypeA,1a
KC434465.1,509,419,VSG-N-TypeA,1a
KC434466.1,486,388,VSG-N-TypeB,B1
KC434467.1,469,383,VSG-N-TypeA,A2
KC434468.1,507,379,VSG-N-TypeB,B1
KC434469.1,556,419,VSG-N-TypeB,B1
KC434470.1,506,388,VSG-N-TypeB,B1
KC434471.1,486,388,VSG-N-TypeB,B1
KC434472.1,495,355,VSG-N-TypeA,A2
KC434473.1,500,423,VSG-N-TypeA,1a
KC434474.1,489,414,VSG-N-TypeA,1a
KC434475.1,486,386,VSG-N-TypeB,B1
KC434476.1,522,387,VSG-N-TypeA,A2
KC434477.1,536,402,VSG-N-TypeB,B1
KC434478.1,486,388,VSG-N-TypeB,B1
KC434479.1,496,408,VSG-N-TypeA,A2
KC434480.1,492,386,VSG-N-TypeB,B1
KC434481.1,491,415,VSG-N-TypeA,1a
KC434483.1,533,400,VSG-N-TypeB,B1
KC434484.1,506,392,VSG-N-TypeB,B1
KC434485.1,495,404,VSG-N-TypeA,A2
KC434486.1,514,386,VSG-N-TypeA,A2
KC434487.1,500,419,VSG-N-TypeA,1a
KC434488.1,500,422,VSG-N-TypeA,1a
KC434489.1,524,392,VSG-N-TypeA,A2
KC434490.1,500,419,VSG-N-TypeA,1a
KC434491.1,523,392,VSG-N-TypeA,A2
KC434492.1,516,379,VSG-N-TypeA,A2
KC434493.1,509,419,VSG-N-TypeA,1a
KC434494.1,469,371,VSG-N-TypeB,B1
KC434495.1,516,379,VSG-N-TypeA,A2
KC434496.1,523,392,VSG-N-TypeA,A2
KC434497.1,500,419,VSG-N-TypeA,1a
KC434498.1,500,419,VSG-N-TypeA,1a
KC434499.1,496,408,VSG-N-TypeA,A2
KC434500.1,552,411,VSG-N-TypeB,B1
KC434501.1,496,408,VSG-N-TypeA,A2
KC434502.1,508,380,VSG-N-TypeB,B1
KC434503.1,524,392,VSG-N-TypeA,A2
KC434504.1,499,414,VSG-N-TypeA,1a
KC434505.1,507,419,VSG-N-TypeA,1a
KC434506.1,493,388,VSG-N-TypeB,B1
KC434507.1,467,379,VSG-N-TypeB,B1
KC434508.1,509,419,VSG-N-TypeA,1a
KC434509.1,519,393,VSG-N-TypeB,B1
KC434510.1,497,416,VSG-N-TypeA,1a
KC434511.1,512,397,VSG-N-TypeB,B1
KC434512.1,515,395,VSG-N-TypeB,B1
KC434513.1,535,404,VSG-N-TypeA,A2
KC434515.1,535,404,VSG-N-TypeA,A2
KC434516.1,535,404,VSG-N-TypeA,A2
KC434517.1,486,386,VSG-N-TypeB,B1
KC434518.1,490,388,VSG-N-TypeB,B1
KC434519.1,499,415,VSG-N-TypeA,1a
KC434520.1,526,390,VSG-N-TypeB,B1
KC434521.1,471,400,VSG-N-TypeA,1c
KC434522.1,469,383,VSG-N-TypeA,A2
KC434523.1,449,332,VSG-N-TypeA,A2
KC434524.1,552,413,VSG-N-TypeB,B1
KC434525.1,521,385,VSG-N-TypeA,A2
KC434526.1,552,413,VSG-N-TypeB,B1
KC434527.1,500,419,VSG-N-TypeA,1a
KC434528.1,499,415,VSG-N-TypeA,1a
KC434529.1,524,392,VSG-N-TypeA,A2
KC434531.1,469,383,VSG-N-TypeA,A2
KC434532.1,522,380,VSG-N-TypeB,B1
KC434533.1,490,388,VSG-N-TypeB,B1
KC434534.1,496,408,VSG-N-TypeA,A2
KC434535.1,526,392,VSG-N-TypeA,A2
KC434536.1,497,416,VSG-N-TypeA,1a
KC434537.1,486,387,VSG-N-TypeB,B1
KC434538.1,467,381,VSG-N-TypeB,B1
KC434539.1,493,391,VSG-N-TypeA,1b
KC434540.1,515,395,VSG-N-TypeB,B1
KC434541.1,544,407,VSG-N-TypeB,B1
KC434542.1,469,383,VSG-N-TypeA,A2
KC434543.1,500,419,VSG-N-TypeA,1a
KC434544.1,486,386,VSG-N-TypeB,B1
KC434545.1,497,419,VSG-N-TypeA,1a
KC434546.1,538,397,VSG-N-TypeB,B1
KC434547.1,500,419,VSG-N-TypeA,1a
KC434548.1,521,388,VSG-N-TypeB,B1
KC434549.1,569,437,VSG-N-TypeB,B1
KC434550.1,467,380,VSG-N-TypeB,B1
KC434551.1,469,383,VSG-N-TypeA,A2
KC434552.1,482,407,VSG-N-TypeA,1a
KC434553.1,490,388,VSG-N-TypeB,B1
KC434554.1,495,355,VSG-N-TypeA,A2
KC434555.1,482,407,VSG-N-TypeA,1a
KC434556.1,490,388,VSG-N-TypeB,B1
KC434557.1,536,399,VSG-N-TypeA,A2
KC434558.1,482,407,VSG-N-TypeA,1a
KC434559.1,490,388,VSG-N-TypeB,B1
KC434560.1,496,408,VSG-N-TypeA,A2
KC434561.1,482,407,VSG-N-TypeA,1a
KC434563.1,496,408,VSG-N-TypeA,A2
KC434564.1,464,378,VSG-N-TypeA,A2
KC434566.1,478,390,VSG-N-TypeA,A2
KC434567.1,501,384,VSG-N-TypeB,B1
KC434569.1,458,405,VSG-N-TypeA,1c
KC434570.1,490,399,VSG-N-TypeA,A2
KC434571.1,500,419,VSG-N-TypeA,1a
KC434572.1,486,388,VSG-N-TypeB,B1
KC434573.1,469,371,VSG-N-TypeB,B1
KC434574.1,489,414,VSG-N-TypeA,1a
KC434576.1,469,383,VSG-N-TypeA,A2
KC434577.1,490,415,VSG-N-TypeA,1a
KC434578.1,468,383,VSG-N-TypeA,A2
KC434579.1,514,189,VSG-N-TypeA,A2
KC434580.1,518,382,VSG-N-TypeA,A2
KC434581.1,490,399,VSG-N-TypeA,A2
KC434582.1,544,406,VSG-N-TypeB,B1
KC434583.1,516,379,VSG-N-TypeA,A2
KC434584.1,517,392,VSG-N-TypeB,B1
KC434585.1,464,378,VSG-N-TypeA,A2
KC434586.1,497,408,VSG-N-TypeB,B1
KC434587.1,486,386,VSG-N-TypeB,B1
KC434588.1,486,388,VSG-N-TypeB,B1
KC434589.1,552,411,VSG-N-TypeB,B1
KC434590.1,500,419,VSG-N-TypeA,1a
KC434591.1,458,404,VSG-N-TypeA,1c
KC434592.1,500,419,VSG-N-TypeA,1a
KC434594.1,514,397,VSG-N-TypeB,B1
KC434595.1,469,371,VSG-N-TypeB,B1
KC434596.1,520,396,VSG-N-TypeA,1c
KC434597.1,497,416,VSG-N-TypeA,1a
KC434598.1,500,398,VSG-N-TypeA,A2
KC434599.1,469,383,VSG-N-TypeA,A2
KC434600.1,528,391,VSG-N-TypeA,A2
KC434601.1,484,401,VSG-N-TypeA,1c
KC434602.1,486,388,VSG-N-TypeB,B1
KC434603.1,484,401,VSG-N-TypeA,1c
KC434604.1,486,388,VSG-N-TypeB,B1
KC434605.1,516,379,VSG-N-TypeA,A2
KC434606.1,495,421,VSG-N-TypeA,1a
KC434607.1,500,419,VSG-N-TypeA,1a
KC434609.1,469,383,VSG-N-TypeA,A2
KC434610.1,495,355,VSG-N-TypeA,A2
KC434611.1,524,392,VSG-N-TypeA,A2
KC434612.1,500,419,VSG-N-TypeA,1a
KC434613.1,486,388,VSG-N-TypeB,B1
KC434614.1,486,388,VSG-N-TypeB,B1
KC434615.1,544,406,VSG-N-TypeB,B1
KC434616.1,486,388,VSG-N-TypeB,B1
KC434617.1,486,387,VSG-N-TypeB,B1
KC434618.1,490,387,VSG-N-TypeB,B1
KC434619.1,486,387,VSG-N-TypeB,B1
KC434620.1,492,387,VSG-N-TypeB,B1
KC434621.1,486,387,VSG-N-TypeB,B1
KC434622.1,489,387,VSG-N-TypeB,B1
KC434623.1,486,387,VSG-N-TypeB,B1
KC434624.1,507,419,VSG-N-TypeA,1a
KC434625.1,486,389,VSG-N-TypeA,A2
KC434626.1,486,387,VSG-N-TypeB,B1
KC434627.1,537,395,VSG-N-TypeB,B1
KC434628.1,486,389,VSG-N-TypeA,A2
KC434629.1,489,386,VSG-N-TypeB,B1
KC434630.1,520,382,VSG-N-TypeB,B1
KC434631.1,495,392,VSG-N-TypeA,A2
KC434632.1,552,412,VSG-N-TypeB,B1
KC434633.1,516,379,VSG-N-TypeA,A2
KC434634.1,486,387,VSG-N-TypeB,B1
KC434635.1,520,381,VSG-N-TypeB,B1
KC434636.1,530,404,VSG-N-TypeA,A2
KC434637.1,544,406,VSG-N-TypeB,B1
KC434638.1,486,386,VSG-N-TypeB,B1
KC434639.1,486,386,VSG-N-TypeB,B1
KC434640.1,486,389,VSG-N-TypeA,A2
KC434641.1,500,419,VSG-N-TypeA,1a
KC434642.1,500,419,VSG-N-TypeA,1a
KC434643.1,509,419,VSG-N-TypeA,1a
KC434644.1,486,386,VSG-N-TypeB,B1
KC434646.1,505,391,VSG-N-TypeB,B1
KC434647.1,486,389,VSG-N-TypeA,A2
KC434648.1,522,383,VSG-N-TypeB,B1
KC434649.1,526,392,VSG-N-TypeA,A2
KC434650.1,486,388,VSG-N-TypeB,B1
KC434651.1,512,390,VSG-N-TypeA,A2
KC434652.1,509,390,VSG-N-TypeB,B1
KC434653.1,469,383,VSG-N-TypeA,A2
KC434654.1,486,388,VSG-N-TypeB,B1
KC434655.1,486,389,VSG-N-TypeA,A2
KC434656.1,486,386,VSG-N-TypeB,B1
KC434657.1,487,383,VSG-N-TypeA,A2
KC434658.1,524,392,VSG-N-TypeA,A2
KC434659.1,486,388,VSG-N-TypeA,A2
KC434660.1,479,382,VSG-N-TypeB,B1
KC434661.1,486,388,VSG-N-TypeB,B1
KC434662.1,508,419,VSG-N-TypeA,1a
KC434663.1,486,387,VSG-N-TypeB,B1
KC434664.1,500,419,VSG-N-TypeA,1a
KC434665.1,486,387,VSG-N-TypeB,B1
KC434666.1,501,387,VSG-N-TypeB,B1
KC434667.1,476,383,VSG-N-TypeB,B1
KC434668.1,486,387,VSG-N-TypeB,B1
KC434669.1,524,392,VSG-N-TypeA,A2
KC434671.1,500,419,VSG-N-TypeA,1a
KC434672.1,486,387,VSG-N-TypeB,B1
KC434673.1,516,379,VSG-N-TypeA,A2
KC434674.1,524,392,VSG-N-TypeA,A2
KC434675.1,496,408,VSG-N-TypeA,A2
KC434676.1,511,380,VSG-N-TypeB,B1
KC434677.1,486,387,VSG-N-TypeB,B1
KC434678.1,486,386,VSG-N-TypeB,B1
KC434679.1,489,410,VSG-N-TypeA,1a
KC434680.1,486,387,VSG-N-TypeB,B1
KC434681.1,516,379,VSG-N-TypeA,A2
KC434683.1,486,388,VSG-N-TypeB,B1
KC434684.1,490,415,VSG-N-TypeA,1a
KC434685.1,521,398,VSG-N-TypeB,B1
KC434686.1,517,396,VSG-N-TypeB,B1
